wp_url,wp_path,wp_type,wp_status,hugo_url,url_match,content_parity,decision,confidence,evidence
https://alumcasting.com/forging-casting-vs-cnc-manufacturing-guide,/forging-casting-vs-cnc-manufacturing-guide,BLOG_ARTICLE,200,,HUMAN_REVIEW,HUMAN_REVIEW,HUMAN_REVIEW (K freeze),HIGH,K: no single Hugo owner passes OWNER TEST; business decision pending
https://alumcasting.com/gravity-die-casting-step-by-step-guide-pro,/gravity-die-casting-step-by-step-guide-pro,BLOG_ARTICLE,200,https://alumcasting.com/gravity-die-casting-manufacturer,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/guide-to-types-of-metal-casting-processes,/guide-to-types-of-metal-casting-processes,BLOG_ARTICLE,200,,HUMAN_REVIEW,HUMAN_REVIEW,HUMAN_REVIEW (K freeze),HIGH,K: no single Hugo owner passes OWNER TEST; business decision pending
https://alumcasting.com/how-dfm-analysis-reduces-die-casting-costs,/how-dfm-analysis-reduces-die-casting-costs,BLOG_ARTICLE,200,https://alumcasting.com/die-casting-tooling,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/iatf-16949-high-tolerance-automotive-cnc-machining-supplier,/iatf-16949-high-tolerance-automotive-cnc-machining-supplier,BLOG_ARTICLE,200,iatf-16949-high-tolerance-automotive-cnc-machining-supplier,EXACT,PARTIAL,"MIGRATED (EXACT slug, thin)",HIGH,Same slug Hugo page; Hugo words=123
https://alumcasting.com/investment-casting-vs-die-casting-selection-guide,/investment-casting-vs-die-casting-selection-guide,BLOG_ARTICLE,200,https://alumcasting.com/aluminum-die-casting,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/low-pressure-vs-high-pressure-die-casting-comparison,/low-pressure-vs-high-pressure-die-casting-comparison,BLOG_ARTICLE,200,https://alumcasting.com/high-pressure-die-casting-process-quality,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/machining-allowance-optimization-aluminum-casting-porosity,/machining-allowance-optimization-aluminum-casting-porosity,BLOG_ARTICLE,200,https://alumcasting.com/porosity-control-x-ray-inspection-castings,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/magnesium-az91d-vs-aluminum-adc12-lightweight-housing,/magnesium-az91d-vs-aluminum-adc12-lightweight-housing,BLOG_ARTICLE,200,https://alumcasting.com/magnesium-die-casting-services,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/magnesium-die-casting-corrosion-protection-mao-coating,/magnesium-die-casting-corrosion-protection-mao-coating,BLOG_ARTICLE,200,https://alumcasting.com/magnesium-die-casting-services,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/magnesium-vs-aluminum-die-casting,/magnesium-vs-aluminum-die-casting,BLOG_ARTICLE,200,,HUMAN_REVIEW,HUMAN_REVIEW,HUMAN_REVIEW (K freeze),HIGH,K: no single Hugo owner passes OWNER TEST; business decision pending
https://alumcasting.com/metal-stamping-vs-die-casting-cost-design-guide,/metal-stamping-vs-die-casting-cost-design-guide,BLOG_ARTICLE,200,https://alumcasting.com/aluminum-die-casting,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/minimum-draft-angle-for-aluminium-die-casting-dfm-guide,/minimum-draft-angle-for-aluminium-die-casting-dfm-guide,BLOG_ARTICLE,200,https://alumcasting.com/die-casting-tooling,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/permanent-mold-vs-die-casting-expert-comparison,/permanent-mold-vs-die-casting-expert-comparison,BLOG_ARTICLE,200,https://alumcasting.com/gravity-die-casting-manufacturer,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/pore-free-die-casting-weldable-automotive-structural-parts,/pore-free-die-casting-weldable-automotive-structural-parts,BLOG_ARTICLE,200,https://alumcasting.com/automotive-die-casting-parts,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/post-casting-treatments-finishing-options-aluminum,/post-casting-treatments-finishing-options-aluminum,BLOG_ARTICLE,200,https://alumcasting.com/surface-finishing-aluminum-magnesium-casting,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/ppap-level-3-documentation-for-die-casting-iatf-guide,/ppap-level-3-documentation-for-die-casting-iatf-guide,BLOG_ARTICLE,200,https://alumcasting.com/iatf-16949-high-tolerance-automotive-cnc-machining-supplier,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/prevent-blistering-aluminum-t6-heat-treatment,/prevent-blistering-aluminum-t6-heat-treatment,BLOG_ARTICLE,200,,NO_EQUIVALENT,NO_EQUIVALENT,NO_EQUIVALENT (410/retire),HIGH,WP live 200 but excluded from sitemap; no Hugo equivalent; business decision 410 or migrate
https://alumcasting.com/rheocasting-vs-conventional-hpdc-cost-analysis,/rheocasting-vs-conventional-hpdc-cost-analysis,BLOG_ARTICLE,200,https://alumcasting.com/thixocasting-vs-rheocasting-comparison,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/sand-casting-process-guide,/sand-casting-process-guide,BLOG_ARTICLE,200,https://alumcasting.com/sand-casting-services,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/scaling-automotive-cnc-machining-production,/scaling-automotive-cnc-machining-production,BLOG_ARTICLE,200,https://alumcasting.com/high-tolerance-automotive-cnc-machining,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/scaling-die-casting-production-t0-to-10000-units,/scaling-die-casting-production-t0-to-10000-units,BLOG_ARTICLE,200,https://alumcasting.com/large-scale-5000t-aluminum-die-casting-factory-china,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/small-batch-die-casting-cnc-finishing-guide,/small-batch-die-casting-cnc-finishing-guide,BLOG_ARTICLE,200,https://alumcasting.com/precision-cnc-machining,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/t6-heat-treatment-semi-solid-die-casting-aluminum,/t6-heat-treatment-semi-solid-die-casting-aluminum,BLOG_ARTICLE,200,https://alumcasting.com/semi-solid-die-casting-heat-treatable-aluminum,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/thixocasting-vs-rheocasting-comparison,/thixocasting-vs-rheocasting-comparison,BLOG_ARTICLE,200,thixocasting-vs-rheocasting-comparison,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=398
https://alumcasting.com/ultimate-aluminum-die-casting-design-guide-expert-tips,/ultimate-aluminum-die-casting-design-guide-expert-tips,BLOG_ARTICLE,200,https://alumcasting.com/aluminum-die-casting,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/why-we-recommended-a356-over-adc12-high-stress-structural-parts,/why-we-recommended-a356-over-adc12-high-stress-structural-parts,BLOG_ARTICLE,200,https://alumcasting.com/a356-aluminum-die-casting-porosity-control,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/zamak-3-vs-zamak-5-die-casting-selection-guide,/zamak-3-vs-zamak-5-die-casting-selection-guide,BLOG_ARTICLE,200,https://alumcasting.com/zinc-die-casting-services,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com,,CONTENT_PAGE,200,alumcasting.com,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=0
https://alumcasting.com/380-aluminum-die-casting-service,/380-aluminum-die-casting-service,CONTENT_PAGE,200,380-aluminum-die-casting-service,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=811
https://alumcasting.com/a383-aluminum-die-casting-service,/a383-aluminum-die-casting-service,CONTENT_PAGE,200,a383-aluminum-die-casting-service,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=936
https://alumcasting.com/about-alumcasting-die-casting-expert,/about-alumcasting-die-casting-expert,CONTENT_PAGE,200,about-alumcasting-die-casting-expert,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1127
https://alumcasting.com/adc12-die-casting-cnc-machining,/adc12-die-casting-cnc-machining,CONTENT_PAGE,200,adc12-die-casting-cnc-machining,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1566
https://alumcasting.com/aluminum-die-casting,/aluminum-die-casting,CONTENT_PAGE,200,aluminum-die-casting,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1564
https://alumcasting.com/aluminum-to-magnesium-conversion,/aluminum-to-magnesium-conversion,CONTENT_PAGE,200,aluminum-to-magnesium-conversion,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=481
https://alumcasting.com/am60b-magnesium-alloy-die-casting-suppliers,/am60b-magnesium-alloy-die-casting-suppliers,CONTENT_PAGE,200,am60b-magnesium-alloy-die-casting-suppliers,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=794
https://alumcasting.com/automotive-cnc-machining-equipment-list,/automotive-cnc-machining-equipment-list,CONTENT_PAGE,200,automotive-cnc-machining-equipment-list,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1076
https://alumcasting.com/automotive-die-casting-parts,/automotive-die-casting-parts,CONTENT_PAGE,200,automotive-die-casting-parts,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=667
https://alumcasting.com/az91d-magnesium-die-casting-automotive-parts,/az91d-magnesium-die-casting-automotive-parts,CONTENT_PAGE,200,az91d-magnesium-die-casting-automotive-parts,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=883
https://alumcasting.com/case-studies,/case-studies,CONTENT_PAGE,200,,NO_EQUIVALENT,NO_EQUIVALENT,NO_EQUIVALENT (410/retire),HIGH,WP live 200 but excluded from sitemap; no Hugo equivalent; business decision 410 or migrate
https://alumcasting.com/cold-chamber-die-casting-services,/cold-chamber-die-casting-services,CONTENT_PAGE,200,cold-chamber-die-casting-services,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1271
https://alumcasting.com/contact,/contact,CONTENT_PAGE,200,contact,EXACT,PARTIAL,"MIGRATED (EXACT slug, thin)",HIGH,Same slug Hugo page; Hugo words=87
https://alumcasting.com/custom-aluminum-die-casting-for-ev-powertrain-components,/custom-aluminum-die-casting-for-ev-powertrain-components,CONTENT_PAGE,200,custom-aluminum-die-casting-for-ev-powertrain-components,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1008
https://alumcasting.com/die-cast-aluminum-electric-motor-housing-suppliers,/die-cast-aluminum-electric-motor-housing-suppliers,CONTENT_PAGE,200,die-cast-aluminum-electric-motor-housing-suppliers,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1294
https://alumcasting.com/die-casting-factory-cmm-xray-inspection,/die-casting-factory-cmm-xray-inspection,CONTENT_PAGE,200,/porosity-control-x-ray-inspection-castings,MERGED,MERGED,MERGED (301 required),HIGH,WP slug re-slugged during reconstruction; Hugo target covers intent
https://alumcasting.com/die-casting-tooling,/die-casting-tooling,CONTENT_PAGE,200,die-casting-tooling,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=895
https://alumcasting.com/ev-battery-housing-die-casting,/ev-battery-housing-die-casting,CONTENT_PAGE,200,ev-battery-housing-die-casting,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=378
https://alumcasting.com/explosion-proof-aluminum-enclosures-oil-gas-industry,/explosion-proof-aluminum-enclosures-oil-gas-industry,CONTENT_PAGE,200,explosion-proof-aluminum-enclosures-oil-gas-industry,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1151
https://alumcasting.com/gravity-die-casting-manufacturer,/gravity-die-casting-manufacturer,CONTENT_PAGE,200,gravity-die-casting-manufacturer,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1072
https://alumcasting.com/high-pressure-die-casting-process-quality,/high-pressure-die-casting-process-quality,CONTENT_PAGE,200,high-pressure-die-casting-process-quality,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=379
https://alumcasting.com/high-tolerance-automotive-cnc-machining,/high-tolerance-automotive-cnc-machining,CONTENT_PAGE,200,high-tolerance-automotive-cnc-machining,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=956
https://alumcasting.com/iso-14001-high-pressure-aluminium-die-casting-manufacturer,/iso-14001-high-pressure-aluminium-die-casting-manufacturer,CONTENT_PAGE,200,https://alumcasting.com/high-pressure-die-casting-process-quality,APPROVED_REMAP,MERGED,APPROVED_REMAP (301 approved),HIGH,In I/J/K/L 35-remap matrix; target is live Hugo page
https://alumcasting.com/large-scale-5000t-aluminum-die-casting-factory-china,/large-scale-5000t-aluminum-die-casting-factory-china,CONTENT_PAGE,200,large-scale-5000t-aluminum-die-casting-factory-china,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1033
https://alumcasting.com/large-scale-aluminum-die-casting-expertise,/large-scale-aluminum-die-casting-expertise,CONTENT_PAGE,200,/large-scale-5000t-aluminum-die-casting-factory-china,MERGED,MERGED,MERGED (301 required),HIGH,WP slug re-slugged during reconstruction; Hugo target covers intent
https://alumcasting.com/liquid-cooled-aluminum-cooling-plates-for-electric-vehicles,/liquid-cooled-aluminum-cooling-plates-for-electric-vehicles,CONTENT_PAGE,200,liquid-cooled-aluminum-cooling-plates-for-electric-vehicles,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=983
https://alumcasting.com/magnesium-die-casting-services,/magnesium-die-casting-services,CONTENT_PAGE,200,magnesium-die-casting-services,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1417
https://alumcasting.com/manufacturing-capabilities,/manufacturing-capabilities,CONTENT_PAGE,200,manufacturing-capabilities,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=895
https://alumcasting.com/maximum-wall-thickness-projected-area-limits-5000t-die-casting,/maximum-wall-thickness-projected-area-limits-5000t-die-casting,CONTENT_PAGE,200,maximum-wall-thickness-projected-area-limits-5000t-die-casting,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1231
https://alumcasting.com/medical-device-component-machining,/medical-device-component-machining,CONTENT_PAGE,200,medical-device-component-machining,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=470
https://alumcasting.com/one-stop-die-casting-cnc-machining-surface-finishing,/one-stop-die-casting-cnc-machining-surface-finishing,CONTENT_PAGE,200,/manufacturing-capabilities,MERGED,MERGED,MERGED (301 required),HIGH,WP slug re-slugged during reconstruction; Hugo target covers intent
https://alumcasting.com/porosity-control-x-ray-inspection-castings,/porosity-control-x-ray-inspection-castings,CONTENT_PAGE,200,porosity-control-x-ray-inspection-castings,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=475
https://alumcasting.com/precision-cnc-machining,/precision-cnc-machining,CONTENT_PAGE,200,precision-cnc-machining,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1118
https://alumcasting.com/precision-die-casting-medical-equipment,/precision-die-casting-medical-equipment,CONTENT_PAGE,200,,PARTIAL,PARTIAL,PARTIAL (build or 410),HIGH,WP 1951w on medical DIE CASTING; Hugo only has machining-focused medical page
https://alumcasting.com/sand-casting-services,/sand-casting-services,CONTENT_PAGE,200,sand-casting-services,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=486
https://alumcasting.com/semi-solid-die-casting-heat-treatable-aluminum,/semi-solid-die-casting-heat-treatable-aluminum,CONTENT_PAGE,200,semi-solid-die-casting-heat-treatable-aluminum,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=698
https://alumcasting.com/semi-solid-die-casting-manufacturers,/semi-solid-die-casting-manufacturers,CONTENT_PAGE,200,/a356-semi-solid-casting-benefits-expert-guide,MERGED,MERGED,MERGED (301 required),HIGH,WP slug re-slugged during reconstruction; Hugo target covers intent
https://alumcasting.com/services,/services,CONTENT_PAGE,200,services,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1029
https://alumcasting.com/stainless-steel-precision-machining,/stainless-steel-precision-machining,CONTENT_PAGE,200,stainless-steel-precision-machining,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=407
https://alumcasting.com/surface-finishing-aluminum-magnesium-casting,/surface-finishing-aluminum-magnesium-casting,CONTENT_PAGE,200,surface-finishing-aluminum-magnesium-casting,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=744
https://alumcasting.com/thin-wall-die-casting-tooling,/thin-wall-die-casting-tooling,CONTENT_PAGE,200,thin-wall-die-casting-tooling,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=669
https://alumcasting.com/vacuum-assisted-die-casting-vs-conventional-hpdc-air-tightness,/vacuum-assisted-die-casting-vs-conventional-hpdc-air-tightness,CONTENT_PAGE,200,vacuum-assisted-die-casting-vs-conventional-hpdc-air-tightness,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=1221
https://alumcasting.com/zinc-die-casting-services,/zinc-die-casting-services,CONTENT_PAGE,200,zinc-die-casting-services,EXACT,SUBSTANTIVE,MIGRATED (EXACT slug),HIGH,Same slug Hugo page; Hugo words=535
https://alumcasting.com/category/casting-industry-applications,/category/casting-industry-applications,SYSTEM_CATEGORY,200,,SYSTEM,SYSTEM,SYSTEM (taxonomy),HIGH,WP category/tag taxonomy URL; no standalone content object
https://alumcasting.com/category/manufacturing-capabilities,/category/manufacturing-capabilities,SYSTEM_CATEGORY,200,manufacturing-capabilities,SYSTEM,SYSTEM,SYSTEM (taxonomy),HIGH,WP category/tag taxonomy URL; no standalone content object
https://alumcasting.com/category/quality-control-testing,/category/quality-control-testing,SYSTEM_CATEGORY,200,,SYSTEM,SYSTEM,SYSTEM (taxonomy),HIGH,WP category/tag taxonomy URL; no standalone content object
https://alumcasting.com/category/semi-solid-die-casting,/category/semi-solid-die-casting,SYSTEM_CATEGORY,200,,SYSTEM,SYSTEM,SYSTEM (taxonomy),HIGH,WP category/tag taxonomy URL; no standalone content object
https://alumcasting.com/tag/iatf-16949-certified-die-casting,/tag/iatf-16949-certified-die-casting,SYSTEM_TAG,200,,SYSTEM,SYSTEM,SYSTEM (taxonomy),HIGH,WP category/tag taxonomy URL; no standalone content object
https://alumcasting.com/tag/magnesium-die-casting-services,/tag/magnesium-die-casting-services,SYSTEM_TAG,200,magnesium-die-casting-services,SYSTEM,SYSTEM,SYSTEM (taxonomy),HIGH,WP category/tag taxonomy URL; no standalone content object
https://alumcasting.com/tag/rheocasting-process,/tag/rheocasting-process,SYSTEM_TAG,200,,SYSTEM,SYSTEM,SYSTEM (taxonomy),HIGH,WP category/tag taxonomy URL; no standalone content object
https://alumcasting.com/tag/vacuum-assisted-die-casting,/tag/vacuum-assisted-die-casting,SYSTEM_TAG,200,,SYSTEM,SYSTEM,SYSTEM (taxonomy),HIGH,WP category/tag taxonomy URL; no standalone content object
